,Date,Product ID,Category,Region,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Sales
38362,2023-01-19,P0003,Groceries,South,247,11.37,0,Rainy,1,10.56,Summer,2808.39
38363,2023-01-19,P0004,Electronics,North,53,73.75,20,Rainy,0,69.76,Autumn,3127.0
38364,2023-01-19,P0005,Electronics,South,84,61.53,15,Cloudy,1,66.25,Winter,4393.242
38365,2023-01-19,P0006,Toys,West,201,34.16,20,Rainy,0,38.19,Winter,5492.928
38366,2023-01-19,P0007,Toys,North,21,88.22,0,Snowy,1,92.39,Summer,1852.62
38367,2023-01-19,P0008,Furniture,North,24,65.49,0,Snowy,1,61.58,Spring,1571.7599999999998
38368,2023-01-19,P0009,Clothing,South,55,66.38,15,Sunny,1,62.26,Winter,3103.2649999999994
38369,2023-01-19,P0010,Electronics,East,19,12.88,10,Snowy,1,17.57,Winter,220.24800000000002
38370,2023-01-19,P0011,Clothing,North,125,39.77,0,Rainy,0,36.0,Autumn,4971.25
38371,2023-01-19,P0012,Groceries,East,97,76.54,10,Cloudy,0,75.98,Spring,6681.942000000001
38372,2023-01-19,P0013,Groceries,North,46,95.4,0,Rainy,0,93.04,Autumn,4388.400000000001
38373,2023-01-19,P0014,Groceries,West,151,11.19,5,Sunny,1,14.82,Winter,1605.2054999999998
38374,2023-01-19,P0015,Furniture,West,198,57.76,15,Cloudy,0,54.19,Autumn,9721.008
38375,2023-01-19,P0016,Groceries,East,234,44.23,15,Rainy,1,44.39,Summer,8797.347
38376,2023-01-19,P0017,Furniture,South,129,55.21,20,Sunny,1,50.96,Summer,5697.6720000000005
38377,2023-01-19,P0018,Electronics,West,161,92.75,20,Rainy,0,95.54,Spring,11946.2
38378,2023-01-19,P0019,Groceries,West,47,14.85,20,Rainy,1,10.06,Summer,558.36
38379,2023-01-19,P0020,Clothing,West,245,54.8,5,Cloudy,0,50.27,Spring,12754.699999999999
38460,2023-01-20,P0001,Electronics,South,63,50.81,15,Sunny,0,52.81,Autumn,2720.8755
38461,2023-01-20,P0002,Groceries,East,15,79.86,5,Cloudy,0,75.13,Spring,1138.005
38462,2023-01-20,P0003,Electronics,North,129,86.9,5,Cloudy,0,84.96,Winter,10649.595
38463,2023-01-20,P0004,Toys,South,56,15.06,20,Rainy,0,12.81,Autumn,674.6880000000001
38464,2023-01-20,P0005,Furniture,West,136,91.73,15,Rainy,0,91.42,Winter,10603.988
38465,2023-01-20,P0006,Furniture,North,90,97.64,15,Cloudy,0,101.62,Spring,7469.46
38466,2023-01-20,P0007,Clothing,South,111,64.83,5,Snowy,0,62.0,Summer,6836.3234999999995
38467,2023-01-20,P0008,Furniture,East,14,17.27,5,Rainy,1,16.77,Autumn,229.691
38468,2023-01-20,P0009,Electronics,West,42,18.24,0,Rainy,0,16.6,Summer,766.0799999999999
38469,2023-01-20,P0010,Groceries,North,111,71.81,20,Snowy,1,71.28,Spring,6376.728
38470,2023-01-20,P0011,Clothing,South,67,92.51,0,Sunny,0,92.56,Summer,6198.17
38471,2023-01-20,P0012,Clothing,North,30,98.21,5,Cloudy,0,98.47,Autumn,2798.9849999999997
38472,2023-01-20,P0013,Furniture,East,197,72.3,10,Rainy,1,74.75,Autumn,12818.789999999999
38473,2023-01-20,P0014,Groceries,North,154,99.61,20,Snowy,0,98.67,Winter,12271.952000000001
38474,2023-01-20,P0015,Clothing,North,216,94.71,20,Snowy,1,90.47,Winter,16365.887999999999
38475,2023-01-20,P0016,Toys,North,221,49.92,20,Snowy,0,54.5,Spring,8825.856
38476,2023-01-20,P0017,Toys,North,36,12.82,10,Cloudy,0,11.71,Summer,415.368
38477,2023-01-20,P0018,Groceries,East,128,94.71,20,Cloudy,1,94.06,Autumn,9698.304
38478,2023-01-20,P0019,Electronics,South,90,11.32,10,Sunny,1,7.16,Spring,916.9200000000001
38479,2023-01-20,P0020,Groceries,East,197,49.19,10,Sunny,0,51.55,Spring,8721.387
38560,2023-01-21,P0001,Toys,East,132,57.71,15,Snowy,0,57.05,Summer,6475.062
38561,2023-01-21,P0002,Furniture,South,200,59.08,10,Snowy,0,55.09,Winter,10634.4
38562,2023-01-21,P0003,Toys,East,56,55.41,15,Sunny,1,57.13,Spring,2637.516
38563,2023-01-21,P0004,Groceries,West,49,47.99,10,Snowy,0,45.49,Spring,2116.3590000000004
38564,2023-01-21,P0005,Furniture,North,0,37.14,20,Sunny,0,41.47,Autumn,0.0
38565,2023-01-21,P0006,Clothing,South,13,86.87,20,Rainy,0,89.55,Winter,903.448
38566,2023-01-21,P0007,Electronics,North,125,22.45,0,Rainy,0,21.38,Autumn,2806.25
38567,2023-01-21,P0008,Furniture,East,13,10.12,10,Rainy,1,13.7,Winter,118.40400000000001
38568,2023-01-21,P0009,Furniture,East,403,12.24,0,Snowy,1,15.35,Winter,4932.72
38569,2023-01-21,P0010,Electronics,West,419,45.43,20,Snowy,1,46.48,Autumn,15228.135999999999
38570,2023-01-21,P0011,Clothing,North,252,50.09,0,Snowy,0,45.8,Spring,12622.68
38571,2023-01-21,P0012,Electronics,North,30,94.45,15,Snowy,1,96.6,Summer,2408.475
38572,2023-01-21,P0013,Groceries,North,220,80.6,10,Snowy,0,83.86,Summer,15958.800000000001
38573,2023-01-21,P0014,Electronics,North,6,84.42,0,Sunny,0,85.78,Winter,506.52
38574,2023-01-21,P0015,Toys,South,74,59.69,0,Cloudy,0,63.09,Summer,4417.0599999999995
38575,2023-01-21,P0016,Furniture,East,143,93.49,15,Sunny,1,96.77,Summer,11363.709499999999
38576,2023-01-21,P0017,Groceries,East,93,97.03,20,Rainy,0,97.61,Autumn,7219.032000000001
38577,2023-01-21,P0018,Groceries,North,15,55.54,10,Rainy,0,58.33,Autumn,749.7900000000001
38578,2023-01-21,P0019,Groceries,South,151,15.39,0,Cloudy,0,18.23,Autumn,2323.89
38579,2023-01-21,P0020,Furniture,East,61,36.3,10,Snowy,0,39.78,Winter,1992.87
38660,2023-01-22,P0001,Groceries,South,327,59.99,20,Snowy,0,62.93,Spring,15693.384
38661,2023-01-22,P0002,Furniture,West,212,31.73,20,Rainy,0,30.76,Spring,5381.408
38662,2023-01-22,P0003,Groceries,West,125,38.17,0,Snowy,1,35.65,Winter,4771.25
38663,2023-01-22,P0004,Electronics,West,47,43.68,15,Snowy,0,43.91,Winter,1745.016
38664,2023-01-22,P0005,Groceries,South,207,74.94,5,Sunny,1,74.71,Summer,14736.951
38665,2023-01-22,P0006,Clothing,West,144,70.58,0,Cloudy,1,71.3,Autumn,10163.52
38666,2023-01-22,P0007,Furniture,South,118,64.68,20,Snowy,0,64.29,Summer,6105.792000000001
38667,2023-01-22,P0008,Groceries,South,53,93.81,0,Sunny,1,96.88,Summer,4971.93
38668,2023-01-22,P0009,Toys,North,42,72.82,20,Sunny,0,70.13,Winter,2446.752
38669,2023-01-22,P0010,Toys,West,126,90.58,5,Cloudy,0,86.64,Summer,10842.426
38670,2023-01-22,P0011,Electronics,North,81,52.96,5,Sunny,1,52.13,Spring,4075.272
38671,2023-01-22,P0012,Furniture,South,47,60.17,15,Cloudy,1,63.6,Winter,2403.7915000000003
38672,2023-01-22,P0013,Furniture,West,138,60.32,10,Cloudy,0,62.18,Spring,7491.744
38673,2023-01-22,P0014,Electronics,South,124,59.44,15,Snowy,0,55.0,Spring,6264.976
38674,2023-01-22,P0015,Clothing,West,55,10.22,10,Cloudy,1,14.36,Autumn,505.89000000000004
38675,2023-01-22,P0016,Groceries,West,217,15.19,0,Rainy,1,18.5,Summer,3296.23
38676,2023-01-22,P0017,Clothing,West,141,25.31,10,Snowy,1,29.73,Autumn,3211.839
38677,2023-01-22,P0018,Electronics,West,34,45.53,15,Sunny,0,40.7,Autumn,1315.817
38678,2023-01-22,P0019,Groceries,South,3,70.94,15,Sunny,1,73.78,Summer,180.897
38679,2023-01-22,P0020,Groceries,South,94,63.17,5,Sunny,0,60.91,Autumn,5641.081
38760,2023-01-23,P0001,Furniture,South,110,64.85,10,Snowy,1,69.63,Summer,6420.15
38761,2023-01-23,P0002,Toys,East,165,12.69,20,Sunny,1,11.42,Winter,1675.08
38762,2023-01-23,P0003,Furniture,East,323,59.16,5,Cloudy,0,57.0,Autumn,18153.246
38763,2023-01-23,P0004,Furniture,East,225,97.05,20,Sunny,0,97.15,Winter,17469.0
38764,2023-01-23,P0005,Toys,East,184,74.18,15,Rainy,1,69.4,Autumn,11601.752
38765,2023-01-23,P0006,Groceries,West,156,70.69,5,Rainy,1,67.59,Summer,10476.258
38766,2023-01-23,P0007,Groceries,East,80,63.21,0,Rainy,1,59.72,Summer,5056.8
38767,2023-01-23,P0008,Furniture,South,150,70.61,10,Cloudy,1,74.59,Spring,9532.35
38768,2023-01-23,P0009,Groceries,North,69,18.37,0,Snowy,0,17.87,Autumn,1267.53
38769,2023-01-23,P0010,Toys,North,323,73.55,0,Snowy,1,75.96,Autumn,23756.649999999998
38770,2023-01-23,P0011,Clothing,West,104,45.93,20,Sunny,1,49.91,Spring,3821.376
38771,2023-01-23,P0012,Groceries,North,421,57.3,5,Sunny,0,61.05,Spring,22917.135
38772,2023-01-23,P0013,Groceries,South,79,30.44,20,Sunny,1,25.82,Autumn,1923.8080000000002
38773,2023-01-23,P0014,Toys,East,343,46.6,5,Snowy,1,50.96,Winter,15184.61
38774,2023-01-23,P0015,Clothing,North,76,51.44,5,Snowy,1,53.58,Spring,3713.9679999999994
38775,2023-01-23,P0016,Toys,East,149,20.51,0,Cloudy,0,24.78,Summer,3055.9900000000002
38776,2023-01-23,P0017,Groceries,West,235,46.92,5,Snowy,0,45.04,Autumn,10474.89
38777,2023-01-23,P0018,Groceries,South,134,60.48,5,Rainy,0,60.25,Autumn,7699.103999999999
38778,2023-01-23,P0019,Toys,North,1,72.66,15,Cloudy,1,71.5,Winter,61.760999999999996
38779,2023-01-23,P0020,Furniture,West,171,39.44,15,Snowy,1,41.88,Summer,5732.603999999999
38860,2023-01-24,P0001,Furniture,North,70,51.38,0,Cloudy,0,54.97,Winter,3596.6000000000004
38861,2023-01-24,P0002,Furniture,West,45,15.28,10,Rainy,1,13.35,Autumn,618.84
38862,2023-01-24,P0003,Clothing,North,26,55.55,15,Rainy,0,57.5,Winter,1227.655
38863,2023-01-24,P0004,Electronics,West,231,88.91,10,Sunny,1,91.04,Spring,18484.389
38864,2023-01-24,P0005,Electronics,South,165,70.83,20,Cloudy,1,68.66,Spring,9349.56
38865,2023-01-24,P0006,Groceries,North,185,46.75,0,Snowy,0,49.03,Autumn,8648.75
38866,2023-01-24,P0007,Electronics,South,31,83.83,0,Rainy,0,79.5,Summer,2598.73
38867,2023-01-24,P0008,Electronics,West,161,84.6,5,Cloudy,1,88.74,Summer,12939.569999999998
38868,2023-01-24,P0009,Toys,South,154,42.02,10,Snowy,1,45.76,Autumn,5823.972000000001
38869,2023-01-24,P0010,Toys,West,115,69.54,0,Cloudy,0,68.16,Spring,7997.1
38870,2023-01-24,P0011,Electronics,West,87,81.36,10,Rainy,0,83.8,Summer,6370.488
38871,2023-01-24,P0012,Groceries,North,213,68.95,0,Rainy,1,65.5,Summer,14686.35
38872,2023-01-24,P0013,Clothing,West,57,54.04,5,Cloudy,1,50.64,Summer,2926.2659999999996
38873,2023-01-24,P0014,Electronics,West,110,93.68,15,Snowy,0,96.78,Summer,8759.08
38874,2023-01-24,P0015,Groceries,East,55,11.49,20,Cloudy,1,9.7,Spring,505.56000000000006
38875,2023-01-24,P0016,Groceries,West,233,96.11,15,Rainy,1,96.58,Winter,19034.5855
38876,2023-01-24,P0017,Toys,West,79,35.65,5,Cloudy,1,31.77,Autumn,2675.5325
38877,2023-01-24,P0018,Electronics,South,75,77.4,20,Snowy,0,76.36,Autumn,4644.0
38878,2023-01-24,P0019,Clothing,South,282,73.35,15,Rainy,0,72.61,Summer,17581.994999999995
38879,2023-01-24,P0020,Clothing,South,126,13.08,10,Snowy,1,14.83,Spring,1483.272
38960,2023-01-25,P0001,Furniture,East,80,25.22,15,Rainy,1,26.66,Summer,1714.9599999999998
38961,2023-01-25,P0002,Electronics,East,67,60.18,10,Rainy,1,63.95,Summer,3628.854
38962,2023-01-25,P0003,Clothing,East,62,99.24,10,Rainy,1,99.26,Summer,5537.592000000001
38963,2023-01-25,P0004,Furniture,East,256,74.12,10,Sunny,1,78.42,Autumn,17077.248000000003
38964,2023-01-25,P0005,Toys,North,90,44.04,5,Rainy,1,40.12,Winter,3765.4199999999996
38965,2023-01-25,P0006,Groceries,North,158,66.28,5,Cloudy,0,66.73,Spring,9948.627999999999
38966,2023-01-25,P0007,Clothing,South,150,58.02,0,Snowy,0,58.16,Spring,8703.0
38967,2023-01-25,P0008,Groceries,North,15,25.27,15,Rainy,0,20.27,Summer,322.1925
38968,2023-01-25,P0009,Clothing,West,97,50.24,0,Sunny,1,51.07,Summer,4873.28
38969,2023-01-25,P0010,Furniture,East,57,57.25,0,Rainy,0,53.29,Summer,3263.25
38970,2023-01-25,P0011,Furniture,North,327,39.98,15,Snowy,0,36.94,Spring,11112.440999999999
38971,2023-01-25,P0012,Electronics,West,224,62.97,20,Rainy,0,62.75,Spring,11284.224
38972,2023-01-25,P0013,Furniture,East,243,52.16,0,Rainy,1,54.07,Spring,12674.88
38973,2023-01-25,P0014,Electronics,West,186,38.41,5,Rainy,0,35.74,Autumn,6787.046999999999
38974,2023-01-25,P0015,Clothing,North,301,25.35,20,Sunny,1,26.52,Summer,6104.280000000001
38975,2023-01-25,P0016,Toys,North,335,96.84,20,Rainy,1,99.89,Autumn,25953.120000000003
38976,2023-01-25,P0017,Electronics,South,206,31.13,10,Rainy,1,32.77,Summer,5771.5019999999995
38977,2023-01-25,P0018,Toys,West,77,89.49,20,Rainy,0,90.47,Winter,5512.584
38978,2023-01-25,P0019,Electronics,South,350,55.88,20,Snowy,1,55.41,Summer,15646.400000000001
38979,2023-01-25,P0020,Furniture,West,140,69.96,15,Rainy,0,69.77,Winter,8325.24
39060,2023-01-26,P0001,Electronics,South,28,96.72,15,Cloudy,0,100.13,Summer,2301.9359999999997
39061,2023-01-26,P0002,Toys,East,348,82.7,20,Cloudy,1,82.1,Autumn,23023.680000000004
39062,2023-01-26,P0003,Groceries,East,334,84.11,5,Snowy,1,88.25,Spring,26688.103
39063,2023-01-26,P0004,Electronics,East,119,37.58,0,Sunny,0,36.72,Spring,4472.0199999999995
39064,2023-01-26,P0005,Electronics,North,25,82.88,0,Sunny,1,82.78,Spring,2072.0
39065,2023-01-26,P0006,Furniture,East,51,66.59,5,Sunny,0,70.36,Spring,3226.2855
39066,2023-01-26,P0007,Toys,East,63,92.64,10,Rainy,1,90.65,Winter,5252.688
39067,2023-01-26,P0008,Electronics,South,27,22.3,0,Sunny,0,19.23,Autumn,602.1
39068,2023-01-26,P0009,Toys,South,131,77.81,10,Snowy,0,75.19,Autumn,9173.799
39069,2023-01-26,P0010,Furniture,South,86,23.42,0,Rainy,0,23.69,Summer,2014.1200000000001
39070,2023-01-26,P0011,Electronics,North,10,95.61,5,Rainy,0,93.59,Autumn,908.295
39071,2023-01-26,P0012,Electronics,East,50,65.07,0,Sunny,1,68.77,Winter,3253.4999999999995
39072,2023-01-26,P0013,Toys,East,144,71.5,0,Sunny,0,67.83,Spring,10296.0
39073,2023-01-26,P0014,Clothing,East,6,91.99,5,Snowy,0,93.86,Winter,524.343
39074,2023-01-26,P0015,Groceries,East,119,52.66,5,Snowy,1,55.29,Spring,5953.213
39075,2023-01-26,P0016,Electronics,West,205,47.11,20,Sunny,0,45.88,Summer,7726.04
39076,2023-01-26,P0017,Clothing,South,84,50.17,15,Rainy,1,52.42,Spring,3582.1379999999995
39077,2023-01-26,P0018,Furniture,East,264,51.03,5,Rainy,1,48.55,Spring,12798.323999999999
39078,2023-01-26,P0019,Electronics,East,2,96.19,20,Rainy,1,95.6,Summer,153.904
39079,2023-01-26,P0020,Clothing,East,66,12.56,0,Snowy,1,13.36,Autumn,828.96
39160,2023-01-27,P0001,Electronics,South,233,97.17,0,Rainy,0,98.14,Spring,22640.61
39161,2023-01-27,P0002,Groceries,North,124,55.83,10,Rainy,0,52.64,Autumn,6230.628000000001
39162,2023-01-27,P0003,Clothing,South,69,28.66,5,Sunny,1,28.92,Summer,1878.6629999999998
39163,2023-01-27,P0004,Groceries,East,35,87.87,10,Cloudy,0,83.54,Spring,2767.905
39164,2023-01-27,P0005,Clothing,North,285,74.35,10,Snowy,0,78.61,Autumn,19070.775
39165,2023-01-27,P0006,Furniture,East,74,80.55,20,Sunny,0,81.61,Winter,4768.56
39166,2023-01-27,P0007,Toys,West,4,61.16,10,Cloudy,1,60.47,Winter,220.176
39167,2023-01-27,P0008,Groceries,East,31,56.31,0,Cloudy,1,59.14,Autumn,1745.6100000000001
39168,2023-01-27,P0009,Furniture,West,123,96.28,0,Snowy,1,96.04,Winter,11842.44
39169,2023-01-27,P0010,Toys,South,83,14.52,5,Rainy,1,9.54,Winter,1144.9019999999998
39170,2023-01-27,P0011,Clothing,North,282,81.0,15,Sunny,1,77.83,Winter,19415.7
39171,2023-01-27,P0012,Furniture,West,168,39.14,10,Cloudy,1,35.46,Spring,5917.968000000001
39172,2023-01-27,P0013,Groceries,West,41,12.1,15,Snowy,0,14.99,Spring,421.68499999999995
39173,2023-01-27,P0014,Furniture,West,211,84.59,5,Sunny,1,89.4,Winter,16956.0655
39174,2023-01-27,P0015,Clothing,East,222,20.0,5,Cloudy,1,22.33,Summer,4218.0
39175,2023-01-27,P0016,Electronics,North,25,60.08,20,Sunny,0,63.96,Spring,1201.6000000000001
39176,2023-01-27,P0017,Toys,North,68,13.22,5,Sunny,0,9.16,Spring,854.012
39177,2023-01-27,P0018,Groceries,East,199,93.11,10,Sunny,1,93.48,Autumn,16676.001
39178,2023-01-27,P0019,Toys,East,74,32.85,5,Rainy,0,36.19,Autumn,2309.355
39179,2023-01-27,P0020,Furniture,South,120,77.47,20,Snowy,0,82.02,Spring,7437.12
39260,2023-01-28,P0001,Toys,East,180,10.95,15,Sunny,1,8.37,Winter,1675.3499999999997
39261,2023-01-28,P0002,Toys,South,85,48.77,5,Snowy,0,45.98,Autumn,3938.1775
39262,2023-01-28,P0003,Groceries,West,167,47.42,10,Cloudy,1,42.56,Winter,7127.226000000001
39263,2023-01-28,P0004,Toys,South,13,97.8,15,Sunny,1,93.41,Winter,1080.6899999999998
39264,2023-01-28,P0005,Toys,South,101,78.7,0,Snowy,0,81.87,Autumn,7948.700000000001
39265,2023-01-28,P0006,Groceries,West,38,92.55,5,Cloudy,1,91.35,Summer,3341.055
39266,2023-01-28,P0007,Groceries,South,87,12.94,20,Cloudy,1,14.5,Winter,900.624
39267,2023-01-28,P0008,Clothing,South,236,96.79,5,Snowy,0,100.82,Winter,21700.318000000003
39268,2023-01-28,P0009,Toys,North,77,50.97,0,Snowy,1,48.14,Autumn,3924.69
39269,2023-01-28,P0010,Groceries,West,27,40.32,15,Sunny,1,35.87,Summer,925.344
39270,2023-01-28,P0011,Furniture,West,30,79.89,5,Rainy,1,81.58,Winter,2276.865
39271,2023-01-28,P0012,Groceries,North,135,12.56,0,Sunny,1,13.94,Autumn,1695.6000000000001
39272,2023-01-28,P0013,Groceries,North,20,50.23,15,Rainy,1,50.91,Autumn,853.9099999999999
39273,2023-01-28,P0014,Toys,North,191,46.54,0,Rainy,0,48.12,Spring,8889.14
39274,2023-01-28,P0015,Groceries,North,53,73.97,15,Cloudy,1,75.1,Summer,3332.3484999999996
39275,2023-01-28,P0016,Furniture,East,49,91.11,20,Rainy,0,96.0,Summer,3571.5120000000006
39276,2023-01-28,P0017,Toys,South,161,95.89,10,Snowy,1,98.87,Summer,13894.461000000001
39277,2023-01-28,P0018,Electronics,South,21,34.25,15,Cloudy,1,29.28,Spring,611.3625
39278,2023-01-28,P0019,Furniture,East,393,19.8,0,Sunny,0,19.62,Spring,7781.400000000001
39279,2023-01-28,P0020,Clothing,West,58,24.59,10,Rainy,1,25.92,Summer,1283.598
39360,2023-01-29,P0001,Toys,South,32,90.69,15,Rainy,0,90.68,Summer,2466.768
39361,2023-01-29,P0002,Toys,East,375,62.98,20,Snowy,0,67.42,Summer,18894.0
39362,2023-01-29,P0003,Furniture,North,40,68.47,0,Rainy,1,71.49,Summer,2738.8
39363,2023-01-29,P0004,Toys,East,148,85.02,20,Rainy,1,81.47,Summer,10066.368
39364,2023-01-29,P0005,Clothing,North,57,98.36,20,Rainy,0,96.61,Summer,4485.215999999999
39365,2023-01-29,P0006,Furniture,North,49,67.31,15,Snowy,0,66.54,Spring,2803.4615
39366,2023-01-29,P0007,Clothing,South,83,97.24,20,Snowy,1,95.32,Summer,6456.736
39367,2023-01-29,P0008,Clothing,North,10,89.01,20,Cloudy,1,86.37,Autumn,712.08
39368,2023-01-29,P0009,Toys,North,76,99.77,5,Snowy,0,104.02,Winter,7203.393999999999
39369,2023-01-29,P0010,Groceries,West,130,78.03,20,Snowy,0,74.87,Autumn,8115.12
39370,2023-01-29,P0011,Groceries,South,35,82.48,20,Rainy,1,84.34,Autumn,2309.44
39371,2023-01-29,P0012,Toys,South,297,35.19,0,Snowy,1,39.84,Spring,10451.429999999998
39372,2023-01-29,P0013,Groceries,East,31,41.53,5,Cloudy,0,45.39,Winter,1223.0585
39373,2023-01-29,P0014,Furniture,East,32,42.06,10,Sunny,1,42.34,Spring,1211.3280000000002
39374,2023-01-29,P0015,Groceries,West,36,87.86,15,Snowy,0,84.96,Spring,2688.516
39375,2023-01-29,P0016,Groceries,North,42,99.06,5,Rainy,0,94.67,Winter,3952.494
39376,2023-01-29,P0017,Groceries,North,74,16.52,20,Rainy,1,13.03,Winter,977.984
39377,2023-01-29,P0018,Clothing,South,251,93.7,20,Rainy,1,92.42,Spring,18814.960000000003
39378,2023-01-29,P0019,Clothing,West,120,45.94,20,Rainy,1,42.53,Spring,4410.24
39379,2023-01-29,P0020,Groceries,East,111,14.18,20,Rainy,0,14.36,Autumn,1259.1840000000002
39460,2023-01-30,P0001,Furniture,North,77,38.63,10,Sunny,0,37.23,Spring,2677.059
39461,2023-01-30,P0002,Groceries,East,180,71.08,5,Sunny,0,66.63,Spring,12154.679999999998
39462,2023-01-30,P0003,Groceries,East,68,50.84,0,Rainy,1,55.14,Summer,3457.1200000000003
39463,2023-01-30,P0004,Electronics,South,263,90.39,20,Sunny,1,89.84,Spring,19018.056
39464,2023-01-30,P0005,Groceries,North,4,23.88,10,Cloudy,0,28.63,Summer,85.968
39465,2023-01-30,P0006,Electronics,East,131,28.81,0,Sunny,1,30.39,Spring,3774.1099999999997
39466,2023-01-30,P0007,Clothing,South,223,22.71,15,Sunny,1,21.81,Summer,4304.6804999999995
39467,2023-01-30,P0008,Groceries,North,28,13.86,0,Sunny,0,17.43,Winter,388.08
39468,2023-01-30,P0009,Clothing,East,177,63.98,5,Snowy,0,64.7,Autumn,10758.237
39469,2023-01-30,P0010,Clothing,South,101,34.57,0,Sunny,1,37.26,Autumn,3491.57
39470,2023-01-30,P0011,Furniture,North,91,83.98,5,Sunny,1,85.26,Autumn,7260.071
39471,2023-01-30,P0012,Groceries,North,129,18.29,20,Cloudy,1,17.71,Spring,1887.528
39472,2023-01-30,P0013,Electronics,West,3,60.47,10,Rainy,1,60.71,Spring,163.269
39473,2023-01-30,P0014,Furniture,East,218,19.91,5,Cloudy,1,18.4,Spring,4123.361
39474,2023-01-30,P0015,Furniture,East,132,90.53,5,Cloudy,1,88.74,Spring,11352.462
39475,2023-01-30,P0016,Toys,South,17,66.72,10,Rainy,1,65.52,Autumn,1020.816
39476,2023-01-30,P0017,Toys,North,9,74.5,15,Rainy,1,76.36,Summer,569.925
39477,2023-01-30,P0018,Groceries,West,126,34.06,15,Cloudy,0,30.99,Autumn,3647.826
39478,2023-01-30,P0019,Toys,West,172,61.41,10,Rainy,1,58.91,Autumn,9506.267999999998
39479,2023-01-30,P0020,Electronics,West,348,26.59,0,Sunny,0,27.08,Autumn,9253.32
39560,2023-01-31,P0001,Groceries,South,136,75.63,10,Cloudy,0,76.85,Summer,9257.112000000001
39561,2023-01-31,P0002,Clothing,South,252,79.94,20,Rainy,1,81.86,Winter,16115.904000000002
39562,2023-01-31,P0003,Groceries,South,216,34.74,5,Rainy,0,34.02,Spring,7128.648
39563,2023-01-31,P0004,Groceries,West,14,87.83,0,Cloudy,0,85.52,Spring,1229.62
39564,2023-01-31,P0005,Groceries,North,56,13.21,5,Cloudy,1,14.04,Summer,702.7719999999999
39565,2023-01-31,P0006,Groceries,West,54,31.08,10,Sunny,1,30.53,Summer,1510.488
39566,2023-01-31,P0007,Toys,East,20,11.12,10,Sunny,0,13.42,Spring,200.16
39567,2023-01-31,P0008,Furniture,East,42,56.35,5,Snowy,1,53.9,Summer,2248.3650000000002
39568,2023-01-31,P0009,Groceries,West,29,76.72,0,Cloudy,1,72.33,Autumn,2224.88
39569,2023-01-31,P0010,Furniture,South,317,58.64,10,Sunny,1,62.28,Autumn,16729.992000000002
39570,2023-01-31,P0011,Toys,North,112,81.25,10,Snowy,1,79.3,Spring,8190.0
39571,2023-01-31,P0012,Groceries,North,3,17.79,0,Sunny,0,15.88,Spring,53.37
39572,2023-01-31,P0013,Groceries,West,101,10.17,20,Rainy,1,6.5,Winter,821.7360000000001
39573,2023-01-31,P0014,Groceries,North,412,96.31,0,Snowy,1,96.68,Summer,39679.72
39574,2023-01-31,P0015,Groceries,North,168,93.97,5,Sunny,1,98.57,Winter,14997.612
39575,2023-01-31,P0016,Clothing,South,182,79.44,5,Sunny,0,84.25,Summer,13735.176
39576,2023-01-31,P0017,Groceries,North,89,49.46,20,Sunny,0,51.02,Spring,3521.5520000000006
39577,2023-01-31,P0018,Clothing,North,251,42.17,15,Cloudy,0,37.55,Autumn,8996.9695
39578,2023-01-31,P0019,Clothing,East,9,68.54,10,Sunny,1,69.84,Spring,555.174
39579,2023-01-31,P0020,Toys,North,76,46.52,20,Cloudy,1,44.44,Autumn,2828.4160000000006
39660,2023-02-01,P0001,Furniture,East,231,73.37,20,Cloudy,1,77.2,Autumn,13558.776000000002
39661,2023-02-01,P0002,Clothing,East,15,19.73,20,Rainy,0,20.89,Autumn,236.76
39662,2023-02-01,P0003,Groceries,North,97,53.28,20,Cloudy,1,53.43,Autumn,4134.528
39663,2023-02-01,P0004,Electronics,South,13,58.12,15,Sunny,1,58.78,Spring,642.2259999999999
39664,2023-02-01,P0005,Clothing,West,39,93.75,0,Rainy,0,97.42,Autumn,3656.25
39665,2023-02-01,P0006,Toys,West,387,28.22,5,Cloudy,0,32.58,Summer,10375.082999999999
39666,2023-02-01,P0007,Electronics,South,251,68.23,0,Rainy,1,64.09,Spring,17125.73
39667,2023-02-01,P0008,Electronics,West,4,83.77,0,Rainy,0,83.57,Summer,335.08
39668,2023-02-01,P0009,Electronics,East,255,64.38,15,Cloudy,1,65.34,Winter,13954.364999999998
39669,2023-02-01,P0010,Electronics,West,86,88.77,20,Cloudy,1,85.53,Autumn,6107.376
39670,2023-02-01,P0011,Toys,North,163,34.38,20,Rainy,1,31.51,Spring,4483.152000000001
39671,2023-02-01,P0012,Clothing,East,13,16.35,10,Cloudy,0,12.21,Autumn,191.29500000000002
39672,2023-02-01,P0013,Groceries,West,15,44.38,0,Snowy,0,45.34,Winter,665.7
39673,2023-02-01,P0014,Furniture,North,258,90.93,10,Snowy,1,95.67,Autumn,21113.946000000004
39674,2023-02-01,P0015,Furniture,East,235,37.1,5,Cloudy,1,34.61,Summer,8282.574999999999
39675,2023-02-01,P0016,Electronics,South,17,23.5,20,Sunny,1,20.03,Autumn,319.6
39676,2023-02-01,P0017,Toys,West,53,10.34,0,Cloudy,1,15.07,Spring,548.02
